StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent-prolific,prolific_id,country_residence,hiring_experience,recommend-scale,open-form-explain,fit,quit,easy-to-manage,team-player,attention-binary-qs,gender,gender _3_TEXT,age,education,geography,work-experience,employment-status,employment-status _7_TEXT,specific-occupation,specific-occupation_6_TEXT,followup-jobtitle,followup-other,followup-other_1_TEXT,followup-other_2_TEXT,feedback,PROLIFIC_PID,resumes_randomization_DO_male-employee,resumes_randomization_DO_female-founder,resumes_randomization_DO_female-employee,resumes_randomization_DO_male-founder,specific-questions_DO_quit,specific-questions_DO_fit,specific-questions_DO_team-player,specific-questions_DO_easy-to-manage
2021-11-25T12:40:58Z,2021-11-25T12:46:00Z,IP Address,75.130.94.189,100,301,TRUE,2021-11-25T12:46:01Z,R_7VB8OBvumsC6hFf,NA,NA,NA,NA,42.07380676269531,-72.0302963256836,anonymous,EN,I consent,60c90880a1658fe3dd81094d,United States,Yes,Probably recommend,good experience in two different places,A slightly good fit,"Might or
might not quit",Easy,A moderately good team player,"No, not an ex-founder",Male,NA,50,Master's degree,Northeast,More than 20 years,Working,NA,Type name here:,EIS,no thanks.,NA,NA,NA,NA,60c90880a1658fe3dd81094d,1,NA,NA,NA,2,4,1,3
2021-11-25T12:40:20Z,2021-11-25T12:46:31Z,IP Address,172.58.145.238,100,371,TRUE,2021-11-25T12:46:31Z,R_73DmiDuJXIw3p1D,NA,NA,NA,NA,38.25390625,-85.76000213623047,anonymous,EN,I consent,5fed41e3e14422f5e308c6e5,United States,Yes,Definitely will recommend,"The employee had continued development over the years, rising from an assistant to a leader in marketing. The resume was well done and the person seems like a qualified individual who would add a lot to an organization.",Neither a bad nor a good fit,"Definitely
will not quit",Definitely easy,An extremely good team player,"No, not an ex-founder",Male,NA,43,Master's degree,South,More than 20 years,Working,NA,Type name here:,Madison County Schools,Teacher,NA,NA,NA,Not that I can think of,5fed41e3e14422f5e308c6e5,NA,NA,1,NA,4,2,1,3
2021-11-25T12:42:34Z,2021-11-25T12:46:35Z,IP Address,107.115.159.31,100,240,TRUE,2021-11-25T12:46:35Z,R_wN48WNbtEPxSJSF,NA,NA,NA,NA,28.543594360351562,-81.3738021850586,anonymous,EN,I consent,6122e356ffa442903fba48ef,United States,Yes,Probably recommend,"The candidate shows growth, going from working at Best Buy to running his own group.",A moderately good fit,"Might or
might not quit",Easy,A moderately good team player,"Yes, an ex-founder",Female,NA,32,Master's degree,Northeast,5–10 years,Working,NA,Type name here:,Mitre,Project Leader,NA,NA,NA,No comments,6122e356ffa442903fba48ef,NA,NA,NA,1,2,4,3,1
2021-11-25T12:41:35Z,2021-11-25T12:46:41Z,IP Address,104.50.11.78,100,305,TRUE,2021-11-25T12:46:41Z,R_1DunqpG0Q3Z1qMh,NA,NA,NA,NA,39.248992919921875,-94.42320251464844,anonymous,EN,I consent,5ff94e71c59814230b0fb713,United States,Yes,Very probably recommend,The resume is just so solid. Lot's of great work experience and she likes baking. I see nothing wrong.,A moderately good fit,"Might or
might not quit",Neither easy nor difficult,A moderately good team player,"No, not an ex-founder",Male,NA,29,Associate or Bachelor's degree,Midwest,5–10 years,Looking for work,NA,NA,NA,NA,NA,NA,NA,NA,5ff94e71c59814230b0fb713,NA,NA,1,NA,3,2,1,4
2021-11-25T12:43:59Z,2021-11-25T12:46:52Z,IP Address,72.81.230.224,100,172,TRUE,2021-11-25T12:46:52Z,R_1NljoVxUBj1P1Gz,NA,NA,NA,NA,38.98939514160156,-76.54940032958984,anonymous,EN,I consent,60ff04df82b2d5eb0bbf3359,United States,Yes,Very probably recommend,Good experience,A moderately good fit,"Might or
might not quit",Neither easy nor difficult,A moderately good team player,"No, not an ex-founder",Female,NA,54,Associate or Bachelor's degree,South,10–20 years,Keeping house,NA,NA,NA,NA,NA,NA,NA,NA,60ff04df82b2d5eb0bbf3359,1,NA,NA,NA,2,1,4,3
2021-11-25T12:44:13Z,2021-11-25T12:46:55Z,IP Address,71.71.232.108,100,161,TRUE,2021-11-25T12:46:55Z,R_3ISSijjABaiH0Oh,NA,NA,NA,NA,36.50360107421875,-79.75800323486328,anonymous,EN,I consent,5c4af67cdccaa800016b3192,United States,Yes,Very probably recommend,Well qualified. Experienced. Proven track record of accomplishment in the marketing field.,Neither a bad nor a good fit,"Might or
might not quit",Neither easy nor difficult,An extremely good team player,"Yes, an ex-founder",Male,NA,39,Master's degree,South,10–20 years,Working,NA,Type name here:,Triad Exchange,Owner,NA,NA,NA,NA,5c4af67cdccaa800016b3192,NA,NA,NA,1,2,3,1,4
2021-11-25T12:36:51Z,2021-11-25T12:47:10Z,IP Address,68.129.25.240,100,619,TRUE,2021-11-25T12:47:10Z,R_3qx7jbkJTBhumyc,NA,NA,NA,NA,40.709503173828125,-73.296600341796875,anonymous,EN,I consent,60ccbffae161aadb1880ad6c,United States,Yes,Very probably recommend,She has a good amount of experience in marketing and seems like she would be a good employee.,A moderately good fit,"Definitely
will not quit",Definitely easy,A moderately good team player,"No, not an ex-founder",Female,NA,33,Associate or Bachelor's degree,Northeast,10–20 years,Working,NA,Type name here:,precision,manager,NA,NA,NA,everything was great thanks so much,60ccbffae161aadb1880ad6c,NA,NA,1,NA,1,4,3,2
2021-11-25T12:44:44Z,2021-11-25T12:47:41Z,IP Address,68.82.55.78,100,176,TRUE,2021-11-25T12:47:41Z,R_2dDSKoAz62ddrCZ,NA,NA,NA,NA,39.966400146484375,-75.16850280761719,anonymous,EN,I consent,6095e4f37b49956d05961a4b,United States,Yes,Definitely will recommend,She seems to have ample experience and helped to cofound a company - which indicates initiative and drive,A slightly bad fit,Not likely,Easy,A slightly good team player,"Yes, an ex-founder",Female,NA,33,Master's degree,Northeast,10–20 years,Working,NA,Does not apply / Other,NA,NA,"If not self-employed, describe what you do and with whom you work with:",NA,university,NA,6095e4f37b49956d05961a4b,NA,1,NA,NA,4,2,3,1
2021-11-25T12:44:55Z,2021-11-25T12:48:02Z,IP Address,65.184.182.20,100,187,TRUE,2021-11-25T12:48:02Z,R_3MQH3nBeUhTahVS,NA,NA,NA,NA,34.77699279785156,-77.37689971923828,anonymous,EN,I consent,611161779f64723eec0e9f81,United States,Yes,Probably not recommend,"Huge employment gap, resume too wordy",A slightly good fit,"Might or
might not quit",Easy,A slightly bad team player,"No, not an ex-founder",Female,NA,26,Associate or Bachelor's degree,South,5–10 years,Working,NA,Does not apply / Other,NA,NA,"If not self-employed, describe what you do and with whom you work with:",NA,Teacher,NA,611161779f64723eec0e9f81,NA,NA,1,NA,2,1,3,4
2021-11-25T12:41:49Z,2021-11-25T12:48:02Z,IP Address,97.89.153.134,100,373,TRUE,2021-11-25T12:48:03Z,R_2q3lVZitC33mUzE,NA,NA,NA,NA,35.538604736328125,-82.70379638671875,anonymous,EN,I consent,60fe4ee92d2a050caa391eb8,United States,Yes,Definitely will recommend,"This person seems to have a good work history. They have a lot of skills under their belt and tend to stay at places for a long time. While their resume is lack-luster and written in a quite boring way, they make up for it in work history.",A moderately good fit,Not very likely,Very easy,A moderately good team player,"Yes, an ex-founder",Female,NA,35,"Some college, no degree",South,Less than 5 years,Unable to work,NA,NA,NA,NA,NA,NA,NA,"If it is a fake resume, all is fine. If not, you would want to censor the address and email address at the top.",60fe4ee92d2a050caa391eb8,NA,NA,NA,1,1,3,2,4
2021-11-25T12:43:44Z,2021-11-25T12:48:10Z,IP Address,73.225.31.17,100,266,TRUE,2021-11-25T12:48:10Z,R_3hykYPF5xmhpTo9,NA,NA,NA,NA,47.22300720214844,-122.53610229492188,anonymous,EN,I consent,615dfbb483f8480303655714,United States,Yes,Probably recommend,While not an extensive work experience it is there. One nice thing about someone that hasn't bounced around from company to company is they tend to pick up less bad habits that need to be broken.,A moderately good fit,"Might or
might not quit",Easy,A moderately good team player,"No, not an ex-founder",Male,NA,38,Associate or Bachelor's degree,West,More than 20 years,Other:,Hunting,NA,NA,NA,NA,NA,NA,NA,615dfbb483f8480303655714,1,NA,NA,NA,1,2,3,4
2021-11-25T12:39:10Z,2021-11-25T12:48:50Z,IP Address,68.238.21.167,100,580,TRUE,2021-11-25T12:48:51Z,R_3nTTrTQSs2CLmwA,NA,NA,NA,NA,37.123504638671875,-76.45020294189453,anonymous,EN,I consent,5d612ae16512d700159face7,United States,Yes,Very probably recommend,"She has B.A in marketing degree. She has worked for a well known company like Best Buy. She knows shopify, tableu , HTML, CSS, Javascript and SEO tools",A moderately good fit,Not likely,Very easy,A moderately good team player,"No, not an ex-founder",Female,NA,35,Master's degree,South,10–20 years,Working,NA,Type name here:,bed bath & beyond,IT Manager,NA,NA,NA,NA,5d612ae16512d700159face7,NA,1,NA,NA,2,1,4,3
2021-11-25T12:48:16Z,2021-11-25T12:49:12Z,IP Address,71.63.184.238,100,56,TRUE,2021-11-25T12:49:13Z,R_1DIIY4gANz5Hg1Q,NA,NA,NA,NA,45.39930725097656,-122.60789489746094,anonymous,EN,I consent,5fa0650a1ee6af08ad2b8520,United States,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5fa0650a1ee6af08ad2b8520,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-25T12:40:00Z,2021-11-25T12:49:28Z,IP Address,97.126.47.69,100,568,TRUE,2021-11-25T12:49:28Z,R_xsfrnNF3rTk824h,NA,NA,NA,NA,47.54609680175781,-122.37229919433594,anonymous,EN,I consent,603862f99e00971c55fe0874,United States,Yes,Very probably recommend,"They appear to be well-qualified and well-spoken, but the resume feels unfocused in some regards. They are also quite over qualified, but their qualifications probably outweigh that risk.",An extremely good fit,"Might or
might not quit",Easy,A moderately good team player,"Yes, an ex-founder",Male,NA,31,"Some college, no degree",West,10–20 years,Unable to work,NA,NA,NA,NA,NA,NA,NA,NA,603862f99e00971c55fe0874,1,NA,NA,NA,4,1,3,2
2021-11-25T12:45:30Z,2021-11-25T12:49:38Z,IP Address,107.115.17.67,100,248,TRUE,2021-11-25T12:49:38Z,R_z8Bmrn0qTTzgz9D,NA,NA,NA,NA,42.356201171875,-71.06310272216797,anonymous,EN,I consent,606cb45b87e16e7d31ddf250,United States,Yes,"Might or
might not recommend",He has great experience and growth but he his first two jobs seemed to run simultaneously and he had a two year gap in employment between his last two jobs so I’d just want to hear more about that,A slightly good fit,Likely,Neither easy nor difficult,A slightly good team player,"No, not an ex-founder",Female,NA,35,Associate or Bachelor's degree,Northeast,10–20 years,Working,NA,Does not apply / Other,NA,NA,"If not self-employed, describe what you do and with whom you work with:",NA,Assistant at insurance company,NA,606cb45b87e16e7d31ddf250,1,NA,NA,NA,1,4,3,2
2021-11-25T12:47:18Z,2021-11-25T12:50:08Z,IP Address,68.119.47.42,100,169,TRUE,2021-11-25T12:50:08Z,R_27OMkRJQlddrQi8,NA,NA,NA,NA,35.753204345703125,-81.32640075683594,anonymous,EN,I consent,56780a5a89319e0011644cb4,United States,Yes,Definitely will recommend,He is highly qualified in his area of expertise and has the degree and experience,A slightly good fit,Not likely,Very easy,An extremely good team player,"No, not an ex-founder",Female,NA,41,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Type name here:,FPL,administrative assistant,NA,NA,NA,no,56780a5a89319e0011644cb4,1,NA,NA,NA,4,3,1,2
2021-11-25T12:45:31Z,2021-11-25T12:50:35Z,IP Address,66.25.195.241,100,303,TRUE,2021-11-25T12:50:35Z,R_ux0l0ucfW2mDDwJ,NA,NA,NA,NA,33.86540222167969,-98.52519989013672,anonymous,EN,I consent,6137ebb74197e0473d1318e3,United States,Yes,Definitely will recommend,I dont think there could be a more qualified candidate for a job like this.,An extremely good fit,"Might or
might not quit",Very easy,An extremely good team player,"Yes, an ex-founder",Male,NA,51,"Some college, no degree",South,More than 20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,Residential construction,NA,none,6137ebb74197e0473d1318e3,NA,NA,NA,1,2,1,4,3
2021-11-25T12:47:54Z,2021-11-25T12:50:50Z,IP Address,137.25.73.26,100,176,TRUE,2021-11-25T12:50:50Z,R_27d7DxeeTqwT3u6,NA,NA,NA,NA,33.943603515625,-117.99569702148438,anonymous,EN,I consent,593ab35d51244c00013dcb69,United States,Yes,Very probably recommend,The candidate seemed experienced enough and in a progression of positions.,A moderately good fit,Very likely,Easy,A slightly good team player,"No, not an ex-founder",Male,NA,55,Associate or Bachelor's degree,West,More than 20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,Arts & Entertainment,NA,Don't ask for name of employer.,593ab35d51244c00013dcb69,NA,NA,1,NA,1,4,3,2
2021-11-25T12:48:10Z,2021-11-25T12:51:28Z,IP Address,72.49.31.100,100,198,TRUE,2021-11-25T12:51:29Z,R_3fBLrPC3mladjPa,NA,NA,NA,NA,39.10589599609375,-84.50469970703125,anonymous,EN,I consent,5c1827dbebe9950001752e40,United States,Yes,Very probably recommend,The candidate currently has a director level position and has shown growth in their position through their job titles,A moderately good fit,Not likely,Easy,A moderately good team player,"No, not an ex-founder",Male,NA,29,Professional degree,Midwest,5–10 years,Working,NA,Type name here:,CTi clinical trials and consulting,Research Pharmacist,NA,NA,NA,NA,5c1827dbebe9950001752e40,1,NA,NA,NA,1,4,3,2
2021-11-25T12:41:22Z,2021-11-25T12:51:42Z,IP Address,74.194.103.109,100,620,TRUE,2021-11-25T12:51:43Z,R_51hiPl59VI1onDj,NA,NA,NA,NA,30.171295166015625,-93.22440338134766,anonymous,EN,I consent,5e4a0a67110b3747ea173d60,United States,Yes,Definitely will recommend,Joe has a college degree in marketing and has worked from the lowest level to the highest within a decade. He has experience any company would want for their director of marketing.,An extremely good fit,Very likely,Very easy,An extremely good team player,"No, not an ex-founder",Male,NA,58,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Type name here:,Calcasieu Parish School Board,Special Education Teacher,NA,NA,NA,Ask what you really want to know.,5e4a0a67110b3747ea173d60,1,NA,NA,NA,4,2,1,3
2021-11-25T12:42:22Z,2021-11-25T12:51:50Z,IP Address,173.28.196.142,100,567,TRUE,2021-11-25T12:51:50Z,R_Rb2RUk3kFBVKDS1,NA,NA,NA,NA,41.662200927734375,-91.51490020751953,anonymous,EN,I consent,6068bf5914131f3a1a80a413,United States,Yes,Very probably recommend,Katie seems to be an efficient worker.  She has experience in developing marketing programs and has working in a variety of media.,A slightly bad fit,Likely,Not easy,A slightly bad team player,"Yes, an ex-founder",Male,NA,66,Professional degree,Midwest,More than 20 years,Other:,retired,NA,NA,NA,NA,NA,NA,A better description of the job Katie was applying for and her reasons for wanting this job.,6068bf5914131f3a1a80a413,NA,1,NA,NA,3,4,2,1
2021-11-25T12:41:23Z,2021-11-25T12:52:03Z,IP Address,107.115.227.104,100,640,TRUE,2021-11-25T12:52:04Z,R_8nTkbvPrCYotXH3,NA,NA,NA,NA,25.73809814453125,-80.31199645996094,anonymous,EN,I consent,5c52f898110c55000144bf18,United States,Yes,Very probably recommend,This candidate has experience and a bachelor’s degree and I think it can have potential to assist different companies,An extremely good fit,Very likely,Very easy,An extremely good team player,"No, not an ex-founder",Female,NA,39,Associate or Bachelor's degree,South,10–20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,Retail,NA,N/A,5c52f898110c55000144bf18,NA,NA,NA,1,4,2,1,3
2021-11-25T12:47:53Z,2021-11-25T12:52:24Z,IP Address,73.230.225.182,100,270,TRUE,2021-11-25T12:52:24Z,R_2f9u3iAJD0sRanS,NA,NA,NA,NA,40.31019592285156,-76.03880310058594,anonymous,EN,I consent,614e2f31f6897d74abdff6a0,United States,Yes,"Might or
might not recommend",Her resume didn't give a lot of details. It was pretty vague aside from mentioning the one marketing campaign that increased sales by 7%,A slightly good fit,"Might or
might not quit",Easy,A slightly good team player,"Yes, an ex-founder",Male,NA,39,Master's degree,Northeast,10–20 years,Working,NA,Type name here:,Tower health,Systems analyst,NA,NA,NA,NA,614e2f31f6897d74abdff6a0,NA,1,NA,NA,2,4,3,1
2021-11-25T12:50:32Z,2021-11-25T12:52:48Z,IP Address,166.205.222.27,100,135,TRUE,2021-11-25T12:52:48Z,R_3O2iu0dKKFcA77v,NA,NA,NA,NA,33.748504638671875,-84.38710021972656,anonymous,EN,I consent,60a69e84d2f871b61d608e89,United States,Yes,Probably recommend,"Resume was neat, to the point, not overcrowded, well put together, and well thought out",An extremely good fit,"Definitely
will quit",Definitely easy,An extremely good team player,"Yes, an ex-founder",Male,NA,31,Associate or Bachelor's degree,South,10–20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,Information Technology,NA,No,60a69e84d2f871b61d608e89,1,NA,NA,NA,4,2,1,3
2021-11-25T12:48:13Z,2021-11-25T12:52:52Z,IP Address,68.134.25.248,100,279,TRUE,2021-11-25T12:52:52Z,R_3fIPdIfERpMSXmA,NA,NA,NA,NA,39.21510314941406,-76.753997802734375,anonymous,EN,I consent,5fc40b4048608b3785cc0e6e,United States,Yes,Probably recommend,the resume missing what he did in 2013? there is no explaination of where he worked or didnt work in 2013. other than that he has great skills and qualification and experience,A slightly good fit,Not likely,Easy,A slightly good team player,"No, not an ex-founder",Female,NA,33,Associate or Bachelor's degree,Midwest,5–10 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,restaurant,NA,NA,5fc40b4048608b3785cc0e6e,NA,NA,NA,1,4,1,3,2
2021-11-25T12:48:56Z,2021-11-25T12:53:03Z,IP Address,184.58.255.70,100,246,TRUE,2021-11-25T12:53:03Z,R_A73G8ENLyHxC3Rf,NA,NA,NA,NA,42.97779846191406,-87.89099884033203,anonymous,EN,I consent,59dc458f77860e000151240e,United States,Yes,Definitely will recommend,"Katie had several skills and qualifications that would enable her to do a good job, and I didn't notice any weak points in her résumé that might have affected her performance.",An extremely good fit,Not very likely,Very easy,An extremely good team player,"No, not an ex-founder",Male,NA,38,"Some college, no degree",Midwest,More than 20 years,Working,NA,Type name here:,UWM,Help Desk worker,NA,NA,NA,NA,59dc458f77860e000151240e,NA,NA,1,NA,3,4,1,2
2021-11-25T12:49:18Z,2021-11-25T12:53:10Z,IP Address,72.78.76.5,100,232,TRUE,2021-11-25T12:53:11Z,R_3rIn7UDDf1RYF3M,NA,NA,NA,NA,40.267303466796875,-74.948699951171875,anonymous,EN,I consent,607ddc576718114dea38841c,United States,Yes,Probably recommend,The resume was very detailed listing the individual's skills and experience. This candidate seem to possess the skills needed to perform the job.,A moderately good fit,"Might or
might not quit",Neither easy nor difficult,A moderately good team player,"Yes, an ex-founder",Female,NA,56,Associate or Bachelor's degree,Northeast,More than 20 years,Working,NA,Type name here:,cohnreznick,Analyst,NA,NA,NA,NA,607ddc576718114dea38841c,NA,1,NA,NA,3,1,2,4
2021-11-25T12:49:47Z,2021-11-25T12:53:14Z,IP Address,72.92.241.40,100,206,TRUE,2021-11-25T12:53:14Z,R_2dyiK3hyR4un5tJ,NA,NA,NA,NA,41.78160095214844,-71.38970184326172,anonymous,EN,I consent,5ec5880e02a64c5b4102561f,United States,Yes,Very probably recommend,"I think he was well qualified, had progressively more responsibility through promotions and that shows he's a good employee. I would recommend him for a position on that and his education was a good fit.",An extremely good fit,Not likely,Definitely easy,An extremely good team player,"No, not an ex-founder",Male,NA,37,Associate or Bachelor's degree,Northeast,10–20 years,Working,NA,Type name here:,CVS,Senior Manager,NA,NA,NA,No,5ec5880e02a64c5b4102561f,1,NA,NA,NA,1,4,3,2
2021-11-25T12:49:22Z,2021-11-25T12:53:30Z,IP Address,24.176.119.37,100,247,TRUE,2021-11-25T12:53:31Z,R_2RUrq2YpI4Q9RRW,NA,NA,NA,NA,35.72920227050781,-84.343597412109375,anonymous,EN,I consent,5d5181fc842e8600171e5a78,United States,Yes,Definitely will recommend,Move on to bigger positions fast,Neither a bad nor a good fit,Not likely,Easy,A moderately good team player,"No, not an ex-founder",Male,NA,36,Associate or Bachelor's degree,South,10–20 years,Working,NA,Type name here:,Atlanta Brewing,Sales rep,NA,NA,NA,NA,5d5181fc842e8600171e5a78,NA,NA,NA,1,3,2,1,4
2021-11-25T12:49:50Z,2021-11-25T12:53:47Z,IP Address,76.118.142.109,100,236,TRUE,2021-11-25T12:53:47Z,R_1eE8s3AX8qdojtO,NA,NA,NA,NA,42.96209716796875,-71.4489974975586,anonymous,EN,I consent,56888951d7848e000c39a122,United States,Yes,Probably recommend,She has a lot of impressive experience on her resume however I am unsure of how these skills would work in another company,A slightly good fit,"Might or
might not quit",Neither easy nor difficult,A neither good nor bad team player,"No, not an ex-founder",Female,NA,39,Associate or Bachelor's degree,Northeast,More than 20 years,Keeping house,NA,NA,NA,NA,NA,NA,NA,NA,56888951d7848e000c39a122,NA,NA,1,NA,2,1,3,4
2021-11-25T12:45:12Z,2021-11-25T12:53:56Z,IP Address,98.143.0.77,100,524,TRUE,2021-11-25T12:53:56Z,R_2CpTClFru7Nzum9,NA,NA,NA,NA,35.38330078125,-85.394500732421875,anonymous,EN,I consent,6140d7cdf9bc6016591c2878,United States,Yes,Very probably recommend,They have a degree and seem to be knowledge in several areas.,A slightly good fit,"Might or
might not quit",Easy,An extremely good team player,"Yes, an ex-founder",Female,NA,44,"Some college, no degree",South,More than 20 years,Working,NA,Type name here:,Sislee Top Notch Call Center,call center representative,NA,NA,NA,No,6140d7cdf9bc6016591c2878,NA,1,NA,NA,2,1,4,3
2021-11-25T12:51:12Z,2021-11-25T12:54:12Z,IP Address,71.197.57.83,100,179,TRUE,2021-11-25T12:54:12Z,R_1MS5dJHAO95AEIB,NA,NA,NA,NA,29.666900634765625,-81.65789794921875,anonymous,EN,I consent,616cc1dbaeb2cd094123dd52,United States,Yes,Probably recommend,He has experience,Neither a bad nor a good fit,Not likely,Neither easy nor difficult,A slightly good team player,"No, not an ex-founder",Female,NA,48,Associate or Bachelor's degree,South,10–20 years,Keeping house,NA,NA,NA,NA,NA,NA,NA,No. This was perfect.,616cc1dbaeb2cd094123dd52,1,NA,NA,NA,2,1,3,4
2021-11-25T12:51:44Z,2021-11-25T12:54:43Z,IP Address,148.75.35.223,100,178,TRUE,2021-11-25T12:54:43Z,R_3CIXSfUx3N23mSD,NA,NA,NA,NA,40.742401123046875,-74.032501220703125,anonymous,EN,I consent,601992d4a11f4e0e0a60ee8a,United States,Yes,Definitely will recommend,This person has a good skill set and array of job experiences that could be of use in this modern day and age.,A slightly good fit,"Might or
might not quit",Neither easy nor difficult,A moderately good team player,"No, not an ex-founder",Female,NA,28,Associate or Bachelor's degree,Northeast,5–10 years,Working,NA,Type name here:,Emmelle Design,Assistant Designer,NA,NA,NA,NA,601992d4a11f4e0e0a60ee8a,1,NA,NA,NA,2,4,3,1
2021-11-25T12:50:34Z,2021-11-25T12:54:51Z,IP Address,166.181.251.223,100,257,TRUE,2021-11-25T12:54:52Z,R_3htGHXEtztAV9jv,NA,NA,NA,NA,42.46380615234375,-123.34640502929688,anonymous,EN,I consent,5fdca41ecb769722e2266d8a,United States,Yes,Definitely will recommend,Solid experience and job endurance.,An extremely good fit,"Might or
might not quit",Very easy,An extremely good team player,"No, not an ex-founder",Female,NA,55,"Some college, no degree",West,More than 20 years,Working,NA,Type name here:,Self,Owner,NA,NA,NA,Nothing I can think of.,5fdca41ecb769722e2266d8a,NA,NA,1,NA,3,2,4,1
2021-11-25T12:47:38Z,2021-11-25T12:54:53Z,IP Address,24.224.81.23,100,435,TRUE,2021-11-25T12:54:53Z,R_2y8vN8sb36vDERS,NA,NA,NA,NA,35.4739990234375,-80.8729019165039,anonymous,EN,I consent,5be0a19926a6fc0001b951c3,United States,Yes,Very probably recommend,"He seems to have good experience , with marketing and what I envision this position requiring",A moderately good fit,Not likely,Very easy,A moderately good team player,"Yes, an ex-founder",Male,NA,42,Associate or Bachelor's degree,South,10–20 years,Working,NA,Type name here:,leslies pool supplies,general manager,NA,NA,NA,no,5be0a19926a6fc0001b951c3,NA,NA,NA,1,2,4,1,3
2021-11-25T12:48:43Z,2021-11-25T12:55:00Z,IP Address,73.75.52.145,100,377,TRUE,2021-11-25T12:55:01Z,R_9soRp4Vp7IffrnX,NA,NA,NA,NA,42.16889953613281,-87.85459899902344,anonymous,EN,I consent,5fb09a28a72a8c49d65aeef0,United States,Yes,Very probably recommend,Katie appears to have relevant marketing experience at good employers. She also want to a good school (I want there as well) and I think she could be a match for a new marketing job.,A moderately good fit,Likely,Definitely easy,A moderately good team player,"Yes, an ex-founder",Male,NA,31,Master's degree,Midwest,5–10 years,Working,NA,Type name here:,EY,IT Consultant,NA,NA,NA,NA,5fb09a28a72a8c49d65aeef0,NA,1,NA,NA,2,3,1,4
2021-11-25T12:49:08Z,2021-11-25T12:55:13Z,IP Address,96.38.120.105,100,365,TRUE,2021-11-25T12:55:14Z,R_3lz8VATwDa8sDYJ,NA,NA,NA,NA,35.87620544433594,-84.17459869384766,anonymous,EN,I consent,60f13321eb3ba82d975e46d3,United States,Yes,Very probably recommend,"Candidate seems ambitious, skilled, and capable in a variety of business aspects.",A moderately good fit,Not very likely,Neither easy nor difficult,A moderately good team player,"Yes, an ex-founder",Female,NA,44,"Some college, no degree",South,More than 20 years,Working,NA,Type name here:,CSOKI,Quality Assurance Analyst,NA,NA,NA,NA,60f13321eb3ba82d975e46d3,NA,NA,NA,1,3,1,4,2
2021-11-25T12:53:14Z,2021-11-25T12:55:26Z,IP Address,174.202.166.135,100,132,TRUE,2021-11-25T12:55:26Z,R_1iqudWGKoA4wEEm,NA,NA,NA,NA,35.46620178222656,-97.51679992675781,anonymous,EN,I consent,5f496b791798ec4d6340620d,United States,Yes,"Might or
might not recommend","Seems like a good candidate, maybe not the best",Neither a bad nor a good fit,"Might or
might not quit",Easy,A slightly bad team player,"No, not an ex-founder",Male,NA,32,Master's degree,South,10–20 years,Working,NA,Type name here:,State,Ranger,NA,NA,NA,NA,5f496b791798ec4d6340620d,NA,NA,1,NA,2,4,3,1
2021-11-25T12:49:14Z,2021-11-25T12:55:54Z,IP Address,192.183.74.152,100,400,TRUE,2021-11-25T12:55:55Z,R_OOOFfrZgvaxHoEF,NA,NA,NA,NA,40.03399658203125,-88.96219635009766,anonymous,EN,I consent,6095d9eeea5ca5b1f3e39cce,United States,Yes,Probably recommend,The candidate appears to have a solid amount of experience in areas that are relevant to current marketing department needs.,A slightly bad fit,"Might or
might not quit",Easy,A moderately good team player,"No, not an ex-founder",Male,NA,46,Associate or Bachelor's degree,Midwest,More than 20 years,Working,NA,Type name here:,Richland Community College,Information Technology Executive,NA,NA,NA,don't ask for an employer & a specific job title -- it de-anonymizes me.  I am the only person at my employer with my specific title (which I modified slightly when I responded),6095d9eeea5ca5b1f3e39cce,1,NA,NA,NA,2,3,4,1
2021-11-25T12:53:14Z,2021-11-25T12:56:09Z,IP Address,76.105.72.212,100,175,TRUE,2021-11-25T12:56:09Z,R_1k07aZbxKA953tk,NA,NA,NA,NA,33.79200744628906,-84.20490264892578,anonymous,EN,I consent,61689e80a8a29d25b26ab08b,United States,Yes,Very probably recommend,"very thorough descriptions of jobs performed, seems professional, made big career leaps quickly",A moderately good fit,Not likely,Easy,A moderately good team player,"No, not an ex-founder",Female,NA,23,"Some college, no degree",South,5–10 years,Working,NA,Type name here:,Amphibian Foundation,Lead Educator,NA,NA,NA,don't ask for identifying info,61689e80a8a29d25b26ab08b,NA,NA,1,NA,2,4,1,3
